tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T29886,Finance,2025-01-21T23:35:00.000Z,0.579341669,0.031380357,0.803905427,0.163765551,19856,2494,501
T29912,Cloud,2025-01-05T11:19:00.000Z,0.500796855,0.697366645,0.146545972,0.157271885,8980,3151,332
T29914,Sports,2025-01-03T09:27:00.000Z,0.579816126,0.875147893,0.51275931,0.953819945,13100,2785,799
T29937,Cloud,2025-01-06T19:23:00.000Z,0.500796855,0.49738816,0.642977377,0.108639769,1545,4125,355
T29942,Cloud,2025-01-04T23:48:00.000Z,0.112644562,0.05194646,0.031328909,0.280828213,10190,2525,232
T29964,AI,2025-01-10T09:13:00.000Z,0.500796855,0.774329086,0.225003437,0.282310463,5467,3123,870
T29967,Cloud,2025-01-11T23:57:00.000Z,0.040738058,0.587319437,0.013630766,0.540753023,1450,2741,501
T29969,Finance,2025-01-18T08:41:00.000Z,0.525381728,0.73836874,0.468727085,0.016922477,12855,2065,953
T29997,AI,2025-01-15T22:52:00.000Z,0.500796855,0.553755199,0.513193701,0.387749724,18974,2611,862
T30004,Sports,2025-01-20T03:37:00.000Z,0.62203309,0.898453791,0.971378495,0.467598566,9214,2908,811
T30017,Finance,2025-01-05T01:37:00.000Z,0.593631051,0.653297722,0.050403403,0.605639954,7535,4764,44
T30029,Cloud,2025-01-14T04:38:00.000Z,0.500796855,0.251739888,0.347383125,0.194924314,10130,2185,377
T30039,AI,2025-01-15T03:40:00.000Z,0.500796855,0.206015183,0.225915252,0.22851174,5564,1840,741
T30044,Finance,2025-01-03T13:36:00.000Z,0.500796855,0.947758747,0.777889811,0.584228346,1009,2018,574
T30055,AI,2025-01-20T15:11:00.000Z,0.500796855,0.75098147,0.456592568,0.277919329,5149,1809,347
T30057,AI,2025-01-15T05:02:00.000Z,0.344858599,0.827600953,0.246988073,0.359107567,5310,100,190
T30065,Cloud,2025-01-22T14:46:00.000Z,0.500796855,0.111735978,0.043800588,0.548081935,16742,4016,896
T30073,Finance,2025-01-07T23:07:00.000Z,0.026519811,0.030749987,0.931672325,0.540914767,10826,42,951
T30091,Cloud,2025-01-02T10:24:00.000Z,0.374300185,0.906488291,0.876691868,0.892048137,6061,2176,927
T30098,AI,2025-01-08T17:09:00.000Z,0.649695087,0.318499499,0.208934832,0.241400092,14477,2861,613
T30125,Finance,2025-01-15T15:10:00.000Z,0.500796855,0.632050176,0.350248204,0.66383334,7683,2574,503
T30128,Sports,2025-01-23T13:10:00.000Z,0.500796855,0.821985424,0.397807962,0.101726154,10202,1755,447
T30134,Cloud,2025-01-21T09:49:00.000Z,0.500796855,0.474228863,0.151820091,0.579543519,5459,3007,138
T30137,AI,2025-01-09T10:54:00.000Z,0.500796855,0.423876909,0.106769803,0.726613149,7731,1234,976
T30138,Sports,2025-01-10T16:55:00.000Z,0.500796855,0.033595865,0.853236885,0.035755495,19578,4000,923
T30140,Cloud,2025-01-10T06:50:00.000Z,0.500796855,0.578594214,0.467810523,0.273849543,19692,3382,82
T3015,AI,2025-01-22T11:29:00.000Z,0.500796855,0.345560539,0.400834326,0.991684004,10323,3813,988
T3016,Finance,2025-01-11T12:08:00.000Z,0.500796855,0.994774164,0.473064056,0.145651168,10130,1140,825
T30160,Sports,2025-01-12T01:50:00.000Z,0.500796855,0.141156202,0.567737628,0.515361633,5285,2494,552
T30161,Sports,2025-01-07T02:37:00.000Z,0.500796855,0.638787441,0.640854408,0.155564971,7665,1189,517
T30167,Cloud,2025-01-04T11:49:00.000Z,0.083840606,0.510285929,0.126564249,0.971445511,9391,1240,680
T30181,Sports,2025-01-03T08:56:00.000Z,0.500796855,0.19859602,0.825776408,0.305928493,19636,3644,754
T30197,Finance,2025-01-19T01:59:00.000Z,0.500796855,0.483838192,0.015009426,0.719108607,2107,3836,300
T30203,Sports,2025-01-23T21:05:00.000Z,0.500796855,0.953548633,0.574575981,0.746790631,11438,4511,861
T30210,Finance,2025-01-16T07:22:00.000Z,0.500796855,0.333675229,0.762881484,0.982008264,16356,193,193
T30212,Sports,2025-01-11T05:14:00.000Z,0.500796855,0.160381274,0.438960693,0.763357712,14310,1186,355
T30218,Sports,2025-01-07T20:00:00.000Z,0.49678988,0.493806105,0.196095977,0.244682315,3835,3893,756
T30220,Finance,2025-01-16T00:52:00.000Z,0.48394632,0.250491962,0.257734801,0.821867745,2378,4568,897
T30230,AI,2025-01-08T06:58:00.000Z,0.500796855,0.152443166,0.13326962,0.676479575,5513,1771,822
T30231,AI,2025-01-12T23:27:00.000Z,0.363308642,0.880098084,0.777973574,0.381068498,2310,1585,6
T30237,Finance,2025-01-09T03:12:00.000Z,0.500796855,0.645046332,0.380535063,0.297352526,6349,3398,549
T30250,Cloud,2025-01-16T00:09:00.000Z,0.718754845,0.071980043,0.374543168,0.221565912,11679,1508,273
T30251,Cloud,2025-01-09T07:19:00.000Z,0.829748551,0.112358337,0.406673815,0.043958063,8203,694,501
T30253,Cloud,2025-01-01T06:29:00.000Z,0.500796855,0.927234451,0.007595235,0.544920958,19797,894,1
T30269,AI,2025-01-17T23:15:00.000Z,0.642099085,0.059840698,0.255693378,0.888226568,18921,2324,861
T30270,AI,2025-01-12T14:20:00.000Z,0.571406371,0.242301502,0.189983945,0.521773,3717,1230,609
T30272,Cloud,2025-01-18T14:49:00.000Z,0.500796855,0.631176804,0.920002613,0.227808828,11501,4485,302
T3028,Sports,2025-01-18T19:48:00.000Z,0.500796855,0.77883527,0.16571858,0.481512347,6082,1624,455
T30286,AI,2025-01-20T11:59:00.000Z,0.500796855,0.146584329,0.256331955,0.607085458,4891,4728,334
T30292,AI,2025-01-08T00:24:00.000Z,0.801879047,0.49738816,0.821315192,0.344850369,1231,3034,352
T30294,Sports,2025-01-09T22:07:00.000Z,0.758120372,0.19075866,0.66709223,0.853955813,7240,2162,636
T30304,AI,2025-01-12T15:48:00.000Z,0.456881233,0.742269697,0.494117659,0.289714708,10649,344,793
T30314,Finance,2025-01-21T16:16:00.000Z,0.500796855,0.254118206,0.332684127,0.483490831,2689,4634,840
T30315,AI,2025-01-12T08:37:00.000Z,0.398793456,0.182726684,0.076723591,0.064871479,6966,4379,607
T30325,Cloud,2025-01-12T00:45:00.000Z,0.500796855,0.212629576,0.578022749,0.470308154,12989,4917,313
T30329,AI,2025-01-13T19:18:00.000Z,0.500796855,0.748705922,0.231681648,0.699313486,4728,4707,980
T30330,Finance,2025-01-19T05:14:00.000Z,0.500796855,0.068485247,0.660226546,0.617777455,8657,1636,435
T30337,AI,2025-01-23T03:43:00.000Z,0.893345312,0.038563565,0.539639377,0.608089652,10130,1075,203
T30350,AI,2025-01-17T08:47:00.000Z,0.158747565,0.564552113,0.798105525,0.28212164,5698,4149,332
T30353,Finance,2025-01-06T23:55:00.000Z,0.650587447,0.18798821,0.104504301,0.500357082,4471,4400,808
T3038,AI,2025-01-10T10:21:00.000Z,0.500796855,0.376716118,0.557455618,0.619671992,1971,1142,596
T30382,Sports,2025-01-14T03:38:00.000Z,0.500796855,0.837524325,0.08277909,0.288131437,6011,4701,501
T30394,Finance,2025-01-19T18:25:00.000Z,0.343419989,0.341918678,0.955165753,0.504428297,10130,4946,454
T30398,AI,2025-01-04T23:19:00.000Z,0.500796855,0.49738816,0.567501362,0.440220436,9774,1212,954
T30411,AI,2025-01-23T11:32:00.000Z,0.500796855,0.3767614,0.825985369,0.214205216,19737,4857,135
T30429,AI,2025-01-07T16:13:00.000Z,0.500796855,0.212288687,0.119901514,0.644821471,1199,1694,541
T30433,AI,2025-01-21T21:50:00.000Z,0.500796855,0.924841946,0.331715582,0.34514656,19863,3924,755
T30440,Cloud,2025-01-06T02:26:00.000Z,0.500796855,0.914101847,0.247528847,0.805567394,3188,3545,452
T30458,Finance,2025-01-05T02:54:00.000Z,0.994795003,0.739522417,0.6349842,0.492530138,1299,2738,665
T30482,Finance,2025-01-09T10:36:00.000Z,0.086257526,0.957370479,0.57084296,0.98218773,4337,2189,821
T30484,Sports,2025-01-17T05:07:00.000Z,0.500796855,0.645565187,0.987940872,0.64129538,9230,1120,496
T30491,Finance,2025-01-06T10:09:00.000Z,0.2986871,0.829460001,0.832989441,0.801427718,10130,69,164
T30499,Cloud,2025-01-15T09:05:00.000Z,0.500796855,0.193087081,0.775508649,0.857980174,11626,4531,721
T30502,Sports,2025-01-23T18:10:00.000Z,0.500796855,0.609775559,0.37474483,0.127280644,4212,2942,917
T30508,AI,2025-01-11T02:24:00.000Z,0.154372592,0.709284072,0.804406775,0.613767142,2303,1637,650
T30530,Sports,2025-01-05T02:42:00.000Z,0.561565478,0.482782191,0.492344545,0.336306848,9220,4338,459
T30532,Finance,2025-01-19T09:18:00.000Z,0.244817696,0.45427121,0.860572153,0.243373808,11333,3612,700
T30534,Cloud,2025-01-10T15:27:00.000Z,0.042599982,0.168827821,0.749141624,0.157137374,15892,553,737
T30537,Finance,2025-01-13T15:32:00.000Z,0.652175816,0.65305447,0.926233053,0.483416405,17907,1844,250
T30540,AI,2025-01-20T07:16:00.000Z,0.500796855,0.036128771,0.0631127,0.297810251,5049,4346,84
T30553,Finance,2025-01-03T07:56:00.000Z,0.500796855,0.79531268,0.466954331,0.085862716,1741,4496,311
T30564,AI,2025-01-18T07:21:00.000Z,0.133170254,0.321228053,0.85705439,0.651878392,15606,1696,505
T30586,AI,2025-01-02T06:48:00.000Z,0.508853592,0.872946366,0.714417136,0.705982728,11659,2914,863
T30589,AI,2025-01-06T01:53:00.000Z,0.161340643,0.429819333,0.025027944,0.995886523,15343,2983,248
T30613,Finance,2025-01-23T09:04:00.000Z,0.357681081,0.400286448,0.432258961,0.933616025,3929,2886,961
T30618,Cloud,2025-01-02T11:21:00.000Z,0.594850918,0.850730211,0.492344545,0.653880513,11417,348,641
T3063,Sports,2025-01-13T07:03:00.000Z,0.500796855,0.967300058,0.352746235,0.058739786,16873,3034,79
T30630,Finance,2025-01-11T10:51:00.000Z,0.500796855,0.752197698,0.942083246,0.262254063,12648,2494,822
T30632,Cloud,2025-01-13T02:19:00.000Z,0.59758071,0.833155065,0.322653738,0.935915084,7884,3469,261
T30638,Cloud,2025-01-12T14:34:00.000Z,0.146664475,0.776362556,0.167088999,0.462932582,13410,2330,152
T30653,Sports,2025-01-22T13:46:00.000Z,0.610148962,0.562852148,0.506036457,0.71161581,12244,366,208
T30668,Finance,2025-01-01T16:35:00.000Z,0.066389781,0.282103389,0.541164618,0.504428297,9508,833,475
T30669,Sports,2025-01-17T21:12:00.000Z,0.412159414,0.607419968,0.607097924,0.504428297,80,2531,475
T30681,Finance,2025-01-21T15:49:00.000Z,0.62603523,0.193479596,0.003741403,0.19144337,101,542,640
T30693,Finance,2025-01-02T08:11:00.000Z,0.500796855,0.464524645,0.360776459,0.446290635,12459,2252,393
T30700,Cloud,2025-01-04T14:17:00.000Z,0.346843839,0.48920034,0.457737254,0.048836311,19265,112,468
T30719,Finance,2025-01-09T16:41:00.000Z,0.441674238,0.870366725,0.153121845,0.504428297,434,4455,551
T30727,AI,2025-01-01T10:35:00.000Z,0.500796855,0.204910018,0.168247771,0.856606916,16985,3347,304
T30735,Sports,2025-01-09T19:11:00.000Z,0.500796855,0.333461917,0.500050932,0.898996771,7332,2900,963
T30742,AI,2025-01-11T19:49:00.000Z,0.530720154,0.424553938,0.179693347,0.715294854,17209,1213,954
T30754,Cloud,2025-01-04T09:56:00.000Z,0.263965545,0.335898322,0.218046551,0.26145488,4540,4772,100
T30756,Sports,2025-01-18T14:52:00.000Z,0.152391921,0.873363845,0.16633568,0.78779829,12283,772,243
T3076,Sports,2025-01-14T02:10:00.000Z,0.500796855,0.695874811,0.197301213,0.538936969,3165,3494,423
T30762,Cloud,2025-01-14T05:31:00.000Z,0.500796855,0.205075588,0.783860012,0.988480973,10130,357,698
T30768,Cloud,2025-01-22T18:15:00.000Z,0.500796855,0.304571156,0.864662316,0.504428297,10130,322,636
T30775,AI,2025-01-24T01:20:00.000Z,0.500796855,0.83820808,0.734901921,0.037671177,374,1622,117
T30799,AI,2025-01-20T17:00:00.000Z,0.107345734,0.501640948,0.469041701,0.02599468,19513,3391,927
T30805,Sports,2025-01-23T05:13:00.000Z,0.500796855,0.963909268,0.088701512,0.591667489,353,2206,277
T30817,AI,2025-01-19T19:23:00.000Z,0.37775134,0.51382388,0.223708636,0.982809411,7009,2312,527
T30838,Cloud,2025-01-06T04:19:00.000Z,0.310138195,0.539751326,0.246426641,0.426391729,17004,2494,954
T30840,Finance,2025-01-12T08:55:00.000Z,0.500796855,0.194270657,0.488350629,0.830701421,19993,2158,950
T30859,AI,2025-01-18T16:27:00.000Z,0.672308439,0.00821867,0.945812326,0.12021697,6350,891,285
T30860,Sports,2025-01-21T21:49:00.000Z,0.275072027,0.480219984,0.373461359,0.996271848,10130,1634,231
T30871,Sports,2025-01-06T09:00:00.000Z,0.500796855,0.687295568,0.677278292,0.937556427,18106,1040,652
T30873,AI,2025-01-12T07:18:00.000Z,0.621374464,0.076509493,0.250672419,0.660765797,18142,3312,146
T30879,Sports,2025-01-11T15:47:00.000Z,0.500796855,0.217156583,0.944146501,0.784520643,877,2621,239
T30884,AI,2025-01-08T15:19:00.000Z,0.500796855,0.613203984,0.066606961,0.069873999,15529,2152,906
T30898,Finance,2025-01-06T14:08:00.000Z,0.72292091,0.472691224,0.499908704,0.688327085,17356,1990,310
T30908,Sports,2025-01-03T13:04:00.000Z,0.500796855,0.821050306,0.254232023,0.563340903,14071,3114,588
T30917,Sports,2025-01-14T03:14:00.000Z,0.350094817,0.634566712,0.476200759,0.715896799,19130,1901,972
T30918,Cloud,2025-01-11T16:24:00.000Z,0.500796855,0.47356153,0.451610764,0.111601559,11824,352,79
T30931,AI,2025-01-13T12:04:00.000Z,0.500796855,0.463070904,0.381632576,0.995535667,3352,4552,552
T30934,Cloud,2025-01-21T06:50:00.000Z,0.539925617,0.819710715,0.792130093,0.741884132,18439,3701,981
T30942,Finance,2025-01-12T17:16:00.000Z,0.500796855,0.003882645,0.389058374,0.882613821,3351,1411,645
T30946,AI,2025-01-19T19:17:00.000Z,0.075519614,0.849349469,0.497832531,0.438469483,6302,3881,339
T30956,Finance,2025-01-19T16:18:00.000Z,0.873292768,0.070160303,0.95382243,0.692353121,5930,1492,428
T30958,AI,2025-01-03T11:12:00.000Z,0.294940734,0.121117596,0.263113293,0.63602762,1656,2210,290
T30971,Sports,2025-01-07T19:12:00.000Z,0.500796855,0.227301685,0.713731377,0.912857048,5002,3561,601
T30976,Finance,2025-01-20T23:10:00.000Z,0.971045901,0.824101911,0.091366601,0.595409949,10130,498,22
T30978,Sports,2025-01-09T05:37:00.000Z,0.500796855,0.233327074,0.492344545,0.391760598,234,3411,628
T3099,Cloud,2025-01-04T16:30:00.000Z,0.205294483,0.995690642,0.715586071,0.311762277,19125,4071,696
T31007,AI,2025-01-13T02:53:00.000Z,0.500796855,0.860914528,0.459660613,0.053390555,10025,2753,645
T31021,Cloud,2025-01-19T10:06:00.000Z,0.500796855,0.729901056,0.444645024,0.474262725,17335,1933,805
T31028,Cloud,2025-01-15T19:08:00.000Z,0.111634056,0.855881042,0.74123309,0.409591188,3208,4784,178
T31033,Finance,2025-01-22T06:50:00.000Z,0.501589152,0.461200519,0.488284244,0.911365782,16333,3507,501
T31074,AI,2025-01-13T20:36:00.000Z,0.500796855,0.551274341,0.36587651,0.196733933,8955,2494,111
T31079,Sports,2025-01-08T07:15:00.000Z,0.500796855,0.855286938,0.446625657,0.167762552,8008,2275,501
T31083,AI,2025-01-20T17:01:00.000Z,0.449869786,0.266835341,0.012971237,0.613499637,12827,729,304
T31096,Finance,2025-01-08T16:07:00.000Z,0.500796855,0.194819348,0.221998108,0.933749161,17092,3637,499
T3111,Sports,2025-01-16T03:34:00.000Z,0.500796855,0.49738816,0.830662659,0.242009532,4642,2834,671
T31111,Finance,2025-01-20T05:44:00.000Z,0.500796855,0.495965288,0.427734066,0.504428297,8846,2067,958
T31122,Finance,2025-01-24T00:31:00.000Z,0.500796855,0.18242947,0.667644722,0.808697093,10130,3855,538
T31129,Cloud,2025-01-06T09:48:00.000Z,0.500796855,0.17616024,0.275311005,0.504428297,4241,3970,214
T31145,Sports,2025-01-17T13:55:00.000Z,0.500796855,0.194035948,0.700816645,0.173413426,4771,2913,580
T31147,AI,2025-01-17T14:57:00.000Z,0.500796855,0.414314335,0.159503034,0.567933252,7987,4668,809
T31157,Cloud,2025-01-13T17:35:00.000Z,0.500796855,0.720098625,0.575337485,0.627047959,12114,3612,61
T31158,AI,2025-01-21T11:48:00.000Z,0.500796855,0.318326311,0.598881434,0.685588098,2312,4116,174
T31171,Sports,2025-01-20T12:56:00.000Z,0.500796855,0.052387036,0.798308012,0.618487087,4241,3466,787
T31175,Sports,2025-01-08T15:40:00.000Z,0.500796855,0.947648201,0.212574379,0.537236244,7102,4396,361
T31182,Cloud,2025-01-07T06:10:00.000Z,0.500796855,0.466608314,0.736702985,0.882054146,18150,2494,5
T31195,Finance,2025-01-08T12:17:00.000Z,0.500796855,0.316380837,0.757121781,0.847541014,10541,3190,827
T31203,Cloud,2025-01-22T12:44:00.000Z,0.245693803,0.497252565,0.303294158,0.795387546,281,2494,52
T31204,Finance,2025-01-09T23:05:00.000Z,0.99401782,0.330103755,0.3830261,0.572085309,12318,2047,530
T3122,AI,2025-01-18T06:49:00.000Z,0.134131115,0.896891388,0.865851342,0.318033568,525,1383,99
T31221,Sports,2025-01-03T14:47:00.000Z,0.176177977,0.009119102,0.0959595,0.434865118,12878,1938,661
T31224,Cloud,2025-01-12T07:21:00.000Z,0.551756318,0.65002227,0.974554229,0.947102227,12278,2720,648
T31225,Sports,2025-01-22T18:27:00.000Z,0.291031724,0.172891997,0.752905545,0.692363991,18070,1836,135
T31231,AI,2025-01-05T13:47:00.000Z,0.010662093,0.203698831,0.486916919,0.633701953,2007,4311,311
T31237,AI,2025-01-16T12:30:00.000Z,0.073124219,0.610588401,0.414763727,0.978608269,3718,3059,425
T31239,Finance,2025-01-06T10:10:00.000Z,0.500796855,0.024748831,0.542060288,0.173368966,11708,244,142
T31240,Finance,2025-01-18T18:46:00.000Z,0.500796855,0.341342668,0.259005334,0.966795874,5788,3265,562
T31255,Finance,2025-01-14T14:16:00.000Z,0.500796855,0.097506688,0.464516032,0.410959137,2827,3094,329
T31267,AI,2025-01-05T20:54:00.000Z,0.500796855,0.954349417,0.23351717,0.915467425,17216,2494,401
T31279,AI,2025-01-18T03:11:00.000Z,0.500796855,0.568237746,0.773837769,0.89573896,8156,4377,709
T31285,Sports,2025-01-10T16:52:00.000Z,0.900618621,0.247492166,0.326695576,0.925461291,1012,1790,435
T31300,AI,2025-01-20T14:04:00.000Z,0.500796855,0.130901824,0.537102423,0.618704006,3156,3425,501
T31303,AI,2025-01-16T16:07:00.000Z,0.506400738,0.453774353,0.564020032,0.711952887,6706,1309,364
T31306,Finance,2025-01-21T02:17:00.000Z,0.500796855,0.816819244,0.580901455,0.781331612,754,1271,398
T31349,AI,2025-01-14T10:42:00.000Z,0.500796855,0.432292888,0.706276735,0.108079884,17547,555,794
T31357,AI,2025-01-02T00:08:00.000Z,0.05897478,0.342101135,0.82725141,0.677233164,14511,937,578
T31363,Sports,2025-01-03T18:52:00.000Z,0.500796855,0.927241621,0.585099464,0.610422203,5533,855,600
T31365,Cloud,2025-01-04T11:51:00.000Z,0.976751897,0.057764811,0.660596526,0.643261617,15985,940,973
T31367,Cloud,2025-01-19T03:09:00.000Z,0.425727614,0.134376332,0.182939534,0.592850626,2847,2494,665
T31380,Sports,2025-01-21T01:30:00.000Z,0.572769784,0.241484786,0.727370123,0.745740831,16936,3433,477
T31388,AI,2025-01-14T15:23:00.000Z,0.500796855,0.217712177,0.897226384,0.420389419,12151,3373,570
T31393,Finance,2025-01-20T20:37:00.000Z,0.129579668,0.813876292,0.563511333,0.99282755,1397,3484,294
T31396,Sports,2025-01-11T23:36:00.000Z,0.014836903,0.960665461,0.712742844,0.544010398,17208,3754,320
T31404,Cloud,2025-01-16T10:04:00.000Z,0.254038938,0.49738816,0.373271729,0.110285267,9255,1410,483
T31423,Sports,2025-01-03T05:53:00.000Z,0.478741557,0.218008748,0.088640059,0.531763589,10859,4875,30
T3144,Sports,2025-01-16T06:33:00.000Z,0.500796855,0.976268733,0.911623597,0.845590852,17336,431,473
T31447,AI,2025-01-19T22:46:00.000Z,0.09630407,0.887748002,0.254964449,0.564651184,15637,2757,968
T31463,AI,2025-01-07T04:36:00.000Z,0.525197431,0.208842135,0.299626714,0.306446765,15399,3147,836
T31466,Sports,2025-01-03T04:21:00.000Z,0.943843754,0.585346926,0.410513467,0.824114666,10130,323,23
T31470,Finance,2025-01-02T12:57:00.000Z,0.500796855,0.611728433,0.520260859,0.78047144,17746,1882,763
T31476,Sports,2025-01-23T09:24:00.000Z,0.500796855,0.184692349,0.960490091,0.03194558,6055,599,694
T31498,Finance,2025-01-11T10:36:00.000Z,0.706064651,0.49738816,0.136410115,0.423622276,6943,36,210
T31503,Sports,2025-01-14T12:57:00.000Z,0.252267739,0.626732306,0.428732196,0.058920506,6639,1161,725
T3151,Cloud,2025-01-23T11:06:00.000Z,0.500796855,0.584082084,0.156080294,0.408675703,9496,1056,370
T31537,Finance,2025-01-22T19:46:00.000Z,0.402899507,0.346751555,0.938707812,0.961580202,17379,3903,501
T31538,Sports,2025-01-04T21:07:00.000Z,0.207349408,0.184657084,0.05299902,0.02615025,7967,1632,675
T31547,Finance,2025-01-09T05:38:00.000Z,0.500796855,0.236221947,0.212617857,0.197441449,14350,4677,549
T31562,Sports,2025-01-15T09:23:00.000Z,0.345162841,0.662907112,0.058971592,0.866124992,13957,2264,114
T3158,Cloud,2025-01-22T08:24:00.000Z,0.500796855,0.992612715,0.407170735,0.314010733,16305,1438,455
T31590,Sports,2025-01-14T11:45:00.000Z,0.500796855,0.10901787,1.63E-04,0.632142964,17583,3567,204
T31595,Sports,2025-01-17T06:06:00.000Z,0.122672064,0.690800369,0.690010681,0.262416517,15365,2494,626
T31616,Finance,2025-01-01T03:43:00.000Z,0.500796855,0.428589476,0.725403559,0.63207937,6562,2133,950
T31620,Finance,2025-01-17T17:47:00.000Z,0.972019336,0.178218665,0.941716362,0.630153995,151,339,501
T31623,Cloud,2025-01-21T18:24:00.000Z,0.834452869,0.357384603,0.340188755,0.495035168,11938,2338,722
T31626,Sports,2025-01-05T16:19:00.000Z,0.500796855,0.74338947,0.005333152,0.630259629,17448,2173,788
T3163,Finance,2025-01-11T05:54:00.000Z,0.500796855,0.356371742,0.186089345,0.2637004,893,499,236
T3164,Sports,2025-01-16T11:46:00.000Z,0.500796855,0.228035217,0.392499686,0.64126752,15811,1526,963
T31640,Finance,2025-01-19T11:42:00.000Z,0.500796855,0.987575639,0.492344545,0.570128829,6271,1186,801
T31672,Cloud,2025-01-09T09:15:00.000Z,0.727371155,0.869756572,0.079913142,0.087672187,8541,2196,814
T31675,Finance,2025-01-05T11:07:00.000Z,0.4718948,0.281969604,0.608242922,0.278393025,10130,2723,823
T31677,Cloud,2025-01-16T08:33:00.000Z,0.500796855,0.785270235,0.815207515,0.99325158,3305,3057,222
T31687,Cloud,2025-01-21T05:32:00.000Z,0.2533852,0.261391945,0.775359415,0.257287892,4375,4501,439
T31698,Sports,2025-01-20T04:15:00.000Z,0.749636488,0.951403741,0.355178547,0.817337608,2480,2958,959
T31719,Finance,2025-01-23T07:32:00.000Z,0.500796855,0.113633946,0.32777935,0.02251439,4423,1448,734
T31729,Sports,2025-01-23T02:02:00.000Z,0.500796855,0.762485813,0.475086662,0.404002722,16806,1918,230
T31736,Sports,2025-01-19T10:22:00.000Z,0.447030848,0.866927558,0.191900805,0.103974327,17336,81,358
T31739,Cloud,2025-01-24T02:35:00.000Z,0.961624498,0.633659336,0.25048655,0.488825562,10130,2700,130
T31761,AI,2025-01-10T18:56:00.000Z,0.500796855,0.300840353,0.189061429,0.672124341,3131,379,639
T31763,Finance,2025-01-01T20:34:00.000Z,0.500796855,0.49738816,0.372564644,0.556854507,13944,1561,984
T31768,Cloud,2025-01-09T17:10:00.000Z,0.500796855,0.754884952,0.326737177,0.479390721,12342,2956,149
T31770,Cloud,2025-01-14T05:25:00.000Z,0.500796855,0.233953667,0.609887641,0.771714156,14425,1997,388
T31776,Sports,2025-01-15T13:01:00.000Z,0.711342501,0.08019588,0.573232064,0.634198223,2237,2022,401
T31791,Sports,2025-01-09T16:08:00.000Z,0.907594872,0.110474846,0.172917951,0.62946919,14226,3660,489
T31799,Finance,2025-01-16T13:29:00.000Z,0.500796855,0.837832588,0.768594745,0.617463145,7848,2494,887
T3180,Sports,2025-01-07T03:28:00.000Z,0.500796855,0.42611602,0.593712156,0.249063445,5813,327,351
T31800,AI,2025-01-16T11:45:00.000Z,0.25582413,0.249749081,0.950052128,0.040317748,15582,1235,731
T31832,Sports,2025-01-03T05:26:00.000Z,0.500796855,0.49738816,0.346808804,0.577272547,13358,3892,248
T31841,Cloud,2025-01-10T17:46:00.000Z,0.500796855,0.256506004,0.562629786,0.881347825,19372,4401,91
T31849,Sports,2025-01-13T01:25:00.000Z,0.500796855,0.396341968,0.435029455,0.966675069,3584,3955,608
T31857,Sports,2025-01-16T13:25:00.000Z,0.534164574,0.974648514,0.053667124,0.217320282,6130,1294,501
T31892,Cloud,2025-01-12T13:19:00.000Z,0.480733917,0.896479942,0.387905047,0.898182778,13163,872,923
T31898,Finance,2025-01-07T22:41:00.000Z,0.500796855,0.495564654,0.418385201,0.945881323,5931,3995,584
T3190,AI,2025-01-13T20:43:00.000Z,0.500796855,0.583761071,0.257407855,0.185854052,6216,4713,508
T31903,Finance,2025-01-07T09:06:00.000Z,0.585148835,0.331211712,0.0227481,0.169984578,16827,534,896
T31917,Sports,2025-01-20T06:07:00.000Z,0.078892237,0.274774379,0.370702336,0.504428297,12729,920,933
T31918,AI,2025-01-19T11:25:00.000Z,0.500796855,0.608318136,0.492344545,0.195611448,19744,3078,614
T31920,Sports,2025-01-07T18:37:00.000Z,0.500796855,0.230638717,0.407629003,0.992571523,12219,1213,792
T3193,Cloud,2025-01-15T19:24:00.000Z,0.530637459,0.60981577,0.529926154,0.063580728,4562,3892,981
T31938,AI,2025-01-02T00:17:00.000Z,0.202547157,0.226471992,0.945724969,0.504428297,580,1701,388
T31944,Sports,2025-01-04T14:08:00.000Z,0.69332238,0.760645656,0.807518756,0.774388721,3718,1850,501
T31952,AI,2025-01-01T02:55:00.000Z,0.500796855,0.43076728,0.186306419,0.912319448,14114,3279,487
T31955,Sports,2025-01-01T01:53:00.000Z,0.500796855,0.975820081,0.417240859,0.617032385,18171,3279,202
T31959,Finance,2025-01-22T22:43:00.000Z,0.078492286,0.131617943,0.047379224,0.596784116,18014,4818,739
T31966,Finance,2025-01-08T13:09:00.000Z,0.164899685,0.49738816,0.222911832,0.219079531,5676,2306,933
T31975,Sports,2025-01-19T20:43:00.000Z,0.500796855,0.112462365,0.884191068,0.729086024,11738,18,616
T3198,Sports,2025-01-12T15:37:00.000Z,0.500796855,0.443189092,0.014101586,0.067762797,12765,2294,272
T31982,Sports,2025-01-21T08:51:00.000Z,0.500796855,0.248826659,0.429576854,0.969663347,7739,3953,118
T31985,Finance,2025-01-21T14:53:00.000Z,0.500796855,0.263252412,0.792195099,0.676841219,15922,3881,839
T31997,Finance,2025-01-16T21:24:00.000Z,0.13408094,0.166620471,0.346486996,0.508293174,13428,1427,305
T32003,Sports,2025-01-19T01:53:00.000Z,0.500796855,0.386387281,0.449010519,0.872998187,5236,2667,923
T32015,Sports,2025-01-06T16:45:00.000Z,0.500796855,0.96502512,0.189295277,0.867005978,10130,1364,208
